id,name,tags,rule
corpus-buttered-bread,Buttered bread,"dinner,lunch",default main → lunch + dinner
corpus-garlic-bread,Garlic bread,"dinner,lunch",default main → lunch + dinner
corpus-chicken-vegetables,Chicken & vegetables,"dinner,lunch",default main → lunch + dinner
corpus-chicken-with-apples,Chicken with apples (with vegetables),"dinner,lunch",default main → lunch + dinner
corpus-buttered-nut-bread,Buttered nut bread,"dinner,lunch",default main → lunch + dinner
corpus-fruit-cobbler,Fruit cobbler,dessert,dessert
corpus-creamy-cheese-spread,Creamy cheese spread,"dinner,lunch",default main → lunch + dinner
corpus-buttered-rum,Buttered rum,"dinner,lunch",default main → lunch + dinner
corpus-cooked-lentils,Cooked lentils,"dinner,lunch",default main → lunch + dinner
corpus-beef-greens-salad,Beef & greens salad,"dinner,lunch",default main → lunch + dinner
corpus-carbonara,"Carbonara (with cheddar, with greens, with bacon)","dinner,lunch",default main → lunch + dinner
corpus-nutty-milk-bread,Nutty milk bread,"dinner,lunch",default main → lunch + dinner
corpus-cr-pes-2,"Crêpes (buttery, with milk)","dinner,lunch",default main → lunch + dinner
corpus-cake,Cake,dessert,dessert
corpus-vegetable-fritters,Vegetable fritters,dessert,dessert
corpus-zucchini-pancakes,Zucchini pancakes,breakfast,breakfast
corpus-oat-cookies-2,Oat cookies,dessert,dessert
corpus-coffee,Coffee,"dinner,lunch",default main → lunch + dinner
corpus-apple-milk-toast,Apple milk toast,"dinner,lunch",default main → lunch + dinner
corpus-sliced-bread,Sliced bread,"dinner,lunch",default main → lunch + dinner
corpus-berry-cheese-toast,Berry cheese toast,"dinner,lunch",default main → lunch + dinner
corpus-creamy-peanut-sauce,Creamy peanut sauce,"dinner,lunch",default main → lunch + dinner
corpus-cr-pes-4,Crêpes,"dinner,lunch",default main → lunch + dinner
corpus-pasta-dough,Pasta dough,"dinner,lunch",default main → lunch + dinner
corpus-egg-noodles,Egg noodles,"dinner,lunch",default main → lunch + dinner
corpus-beef-with-ricotta,Beef with ricotta,"dinner,lunch",default main → lunch + dinner
corpus-buttered-veg-potatoes,Buttered veg & potatoes,"dinner,lunch",default main → lunch + dinner
corpus-apple-potato-bake,Apple potato bake,"dinner,lunch",default main → lunch + dinner
corpus-french-custard,French custard,dessert,dessert
corpus-cheese-nut-plate,Cheese & nut plate,"dinner,lunch",default main → lunch + dinner
corpus-berry-fruit-veg-salad,Berry fruit-veg salad,"dinner,lunch",default main → lunch + dinner
corpus-egg-cheese-sandwich,Egg & cheese sandwich,"dinner,lunch",default main → lunch + dinner
corpus-nut-meringue,Nut meringue,dessert,dessert
corpus-buttered-brown-rice,Buttered brown rice,"dinner,lunch",default main → lunch + dinner
corpus-irish-coffee,Irish coffee,"dinner,lunch",default main → lunch + dinner
corpus-caprese-with-veg,Caprese with veg,"dinner,lunch",default main → lunch + dinner
corpus-sweet-potato-nut-bread,Sweet potato nut bread,"dinner,lunch",default main → lunch + dinner
corpus-bacon-with-ricotta,Bacon with ricotta,"dinner,lunch",default main → lunch + dinner
corpus-cheesy-potato-gratin,Cheesy potato gratin (buttery),"dinner,lunch",default main → lunch + dinner
corpus-apple-dumplings,Apple dumplings,"dinner,lunch",default main → lunch + dinner
corpus-bacon-beef-salad,Bacon-beef salad,"dinner,lunch",default main → lunch + dinner
corpus-bread-pudding-base,Bread pudding base,dessert,dessert
corpus-egg-with-potato,Egg with potato,"dinner,lunch",default main → lunch + dinner
corpus-ricotta-with-apple,Ricotta with apple,"dinner,lunch",default main → lunch + dinner
corpus-lentil-meat-salad-with-greens,Lentil-meat salad with greens,"dinner,lunch",default main → lunch + dinner
corpus-peanut-butter-milkshake,Peanut butter milkshake,snack,drink → snack
corpus-berry-pancakes,"Berry pancakes (buttery, with milk)",breakfast,breakfast
corpus-egg-cheese-apple-sandwich,Egg-cheese-apple sandwich,"dinner,lunch",default main → lunch + dinner
corpus-broccoli-grain-bowl,Broccoli grain bowl,"dinner,lunch",default main → lunch + dinner
corpus-coffee-with-cream,Coffee with cream,"dinner,lunch",default main → lunch + dinner
corpus-mixed-meat-butter-braise,Mixed meat butter braise,"dinner,lunch",default main → lunch + dinner
corpus-apple-juice-with-fruit,Apple juice with fruit,snack,drink → snack
corpus-berry-nut-apple-crisp,Berry-nut apple crisp,"dinner,lunch",default main → lunch + dinner
corpus-peanut-sweet-potato,Peanut sweet potato,"dinner,lunch",default main → lunch + dinner
corpus-pecan-zucchini-bread,Pecan-zucchini bread,"dinner,lunch",default main → lunch + dinner
corpus-cheesy-pasta,Cheesy pasta,"dinner,lunch",default main → lunch + dinner
corpus-ricotta-with-berry,Ricotta with berry,"dinner,lunch",default main → lunch + dinner
corpus-fruit-punch,Fruit punch,"dinner,lunch",default main → lunch + dinner
corpus-cheese-stuffed-french-toast,Cheese-stuffed French toast,breakfast,breakfast
corpus-whole-wheat-nut-cookies,Whole-wheat nut cookies,dessert,dessert
corpus-buttered-chicken-veg,Buttered chicken & veg,"dinner,lunch",default main → lunch + dinner
corpus-cooked-pasta,Cooked pasta,"dinner,lunch",default main → lunch + dinner
corpus-tossed-salad,Tossed salad,"dinner,lunch",default main → lunch + dinner
corpus-garden-salad,Garden salad,"dinner,lunch",default main → lunch + dinner
corpus-saut-ed-greens-with-veg,Sautéed greens with veg,"dinner,lunch",default main → lunch + dinner
corpus-two-cheese-veg-bake,Two-cheese veg bake,"dinner,lunch",default main → lunch + dinner
corpus-ricotta-with-apple-2,Ricotta with apple (with vegetables),"dinner,lunch",default main → lunch + dinner
corpus-omelet,Omelet (with milk),breakfast,breakfast
corpus-berry-ricotta-with-fruit,Berry ricotta with fruit,"dinner,lunch",default main → lunch + dinner
corpus-shrimp-with-feta,Shrimp with feta (with vegetables),"dinner,lunch",default main → lunch + dinner
corpus-buttered-mashed-potatoes,Buttered mashed potatoes,"dinner,lunch",default main → lunch + dinner
corpus-apple-cinnamon-roll,Apple cinnamon roll,breakfast,breakfast
corpus-hollandaise-sauce,Hollandaise sauce,"dinner,lunch",default main → lunch + dinner
corpus-egg-yolk-butter-sauce,Egg yolk butter sauce,"dinner,lunch",default main → lunch + dinner
corpus-apple-with-milk,Apple with milk,"dinner,lunch",default main → lunch + dinner
corpus-cheesy-chicken-potato-bake,Cheesy chicken potato bake,"dinner,lunch",default main → lunch + dinner
corpus-apple-cream-cheese-spread,Apple cream cheese spread,"dinner,lunch",default main → lunch + dinner
corpus-potato-custard,Potato custard,dessert,dessert
corpus-pecan-pancakes,Pecan pancakes,breakfast,breakfast
corpus-oat-nut-cookies,Oat-nut cookies,dessert,dessert
corpus-buttered-beans,Buttered beans,"dinner,lunch",default main → lunch + dinner
corpus-spritzer-with-fruit,Spritzer with fruit,"dinner,lunch",default main → lunch + dinner
corpus-chicken-potatoes,Chicken & potatoes,"dinner,lunch",default main → lunch + dinner
corpus-b-chamel,Béchamel,"dinner,lunch",default main → lunch + dinner
corpus-apple-yogurt,Apple yogurt,"dinner,lunch",default main → lunch + dinner
corpus-apple-cream-sauce,Apple cream sauce,"dinner,lunch",default main → lunch + dinner
corpus-berry-smoothie-with-fruit,Berry smoothie with fruit,snack,drink → snack
corpus-apple-mimosa,Apple mimosa,"dinner,lunch",default main → lunch + dinner
corpus-beef-with-apples,Beef with apples (with vegetables),"dinner,lunch",default main → lunch + dinner
corpus-apple-with-bread,Apple with bread,"dinner,lunch",default main → lunch + dinner
corpus-creamy-greens-soup,Creamy greens soup,"dinner,lunch",default main → lunch + dinner
corpus-cheese-omelet,Cheese omelet,breakfast,breakfast
corpus-sweet-potato-raisin-bread,Sweet potato raisin bread,"dinner,lunch",default main → lunch + dinner
corpus-berry-crepes,Berry crepes,"dinner,lunch",default main → lunch + dinner
corpus-apple-walnut-milk-bread,Apple-walnut milk bread,"dinner,lunch",default main → lunch + dinner
corpus-shortcrust-pastry,Shortcrust pastry,"dinner,lunch",default main → lunch + dinner
corpus-roux,Roux,"dinner,lunch",default main → lunch + dinner
corpus-apple-brandy-butter,Apple-brandy butter,"dinner,lunch",default main → lunch + dinner
corpus-apple-french-toast,Apple French toast,breakfast,breakfast
corpus-pickled-bean-potato-salad,Pickled bean potato salad,"dinner,lunch",default main → lunch + dinner
corpus-nutty-stuffed-bread,Nutty stuffed bread,"dinner,lunch",default main → lunch + dinner
corpus-cream-cheese-sauce,Cream cheese sauce,"dinner,lunch",default main → lunch + dinner
corpus-toast-with-juice-milk,Toast with juice & milk,snack,drink → snack
corpus-cheesy-veg-melt,Cheesy veg melt,"dinner,lunch",default main → lunch + dinner
corpus-bacon-hash,Bacon hash,"dinner,lunch",default main → lunch + dinner
corpus-nutty-custard,Nutty custard,dessert,dessert
corpus-cheesy-mashed-potatoes,Cheesy mashed potatoes,"dinner,lunch",default main → lunch + dinner
corpus-date-walnut-butter-cake,Date-walnut butter cake,dessert,dessert
corpus-berry-cocktail,Berry cocktail,snack,drink → snack
corpus-peanut-butter-spread,Peanut butter spread,"dinner,lunch",default main → lunch + dinner
corpus-almond-butter,Almond butter,"dinner,lunch",default main → lunch + dinner
corpus-apple-raisin-muffins,Apple-raisin muffins,"dinner,lunch",default main → lunch + dinner
corpus-yogurt-pancakes,Yogurt pancakes,breakfast,breakfast
corpus-sour-cream-loaf,Sour cream loaf,"dinner,lunch",default main → lunch + dinner
corpus-peanut-butter-oat-squares,Peanut butter oat squares,"dinner,lunch",default main → lunch + dinner
corpus-cream-cheese-nut-spread,Cream cheese nut spread,"dinner,lunch",default main → lunch + dinner
corpus-berry-apple-yogurt-parfait,Berry-apple yogurt parfait,breakfast,breakfast
corpus-chicken-with-raisin-veg,Chicken with raisin & veg,"dinner,lunch",default main → lunch + dinner
corpus-paneer-in-milk,Paneer in milk,"dinner,lunch",default main → lunch + dinner
corpus-iced-tea-with-juice,Iced tea with juice,snack,drink → snack
corpus-egg-with-peanut-butter,Egg with peanut butter,"dinner,lunch",default main → lunch + dinner
corpus-seafood-liver-casserole,Seafood-liver casserole,"dinner,lunch",default main → lunch + dinner
corpus-broccoli-whole-grain-bake,Broccoli whole-grain bake,"dinner,lunch",default main → lunch + dinner
corpus-peanut-butter-eggs,Peanut butter eggs,"dinner,lunch",default main → lunch + dinner
corpus-cheesy-saut-ed-veg,Cheesy sautéed veg,"dinner,lunch",default main → lunch + dinner
corpus-apple-spiced-tea,Apple-spiced tea,"dinner,lunch",default main → lunch + dinner
corpus-chicken-milk-grain-bowl,Chicken milk grain bowl,"dinner,lunch",default main → lunch + dinner
corpus-fried-eggs,Fried eggs,breakfast,breakfast
corpus-chicken-grain-bowl-in-butter,Chicken grain bowl in butter,"dinner,lunch",default main → lunch + dinner
corpus-cheese-apple-milk-toast,Cheese-apple milk toast,"dinner,lunch",default main → lunch + dinner
corpus-apple-nut-sangria,Apple-nut sangria,snack,drink → snack
corpus-beef-egg-grain-bowl,Beef & egg grain bowl,"dinner,lunch",default main → lunch + dinner
corpus-french-toast,French toast,breakfast,breakfast
corpus-fruity-green-salad,Fruity green salad,"dinner,lunch",default main → lunch + dinner
corpus-beef-potato-cheese-bake,Beef potato cheese bake,"dinner,lunch",default main → lunch + dinner
corpus-apple-walnut-cake,Apple-walnut cake,dessert,dessert
corpus-bacon-raisin-broccoli-salad,Bacon raisin broccoli salad,"dinner,lunch",default main → lunch + dinner
corpus-sweet-potato-muffins,Sweet potato muffins,"dinner,lunch",default main → lunch + dinner
corpus-beef-stir-fry-with-rice,Beef stir-fry with rice,"dinner,lunch",default main → lunch + dinner
corpus-beef-in-butter-sauce,Beef in butter sauce,"dinner,lunch",default main → lunch + dinner
corpus-spiced-vegetable-curry,Spiced vegetable curry,"dinner,lunch",default main → lunch + dinner
corpus-apple-raisin-compote,Apple & raisin compote,"dinner,lunch",default main → lunch + dinner
corpus-berry-vegetable-salad,Berry & vegetable salad,"dinner,lunch",default main → lunch + dinner
corpus-nutty-cheese-pancakes,Nutty cheese pancakes,breakfast,breakfast
corpus-shrimp-apple-cheese-salad,Shrimp apple cheese salad,"dinner,lunch",default main → lunch + dinner
corpus-beef-grain-butter-bowl,Beef grain butter bowl,"dinner,lunch",default main → lunch + dinner
corpus-carrot-raisin-cake,Carrot-raisin cake,dessert,dessert
corpus-pecan-biscotti,Pecan biscotti,dessert,dessert
corpus-potato-strata,Potato strata,"dinner,lunch",default main → lunch + dinner
corpus-apple-egg-pasta,Apple egg pasta,"dinner,lunch",default main → lunch + dinner
corpus-berry-toast,Berry toast,"dinner,lunch",default main → lunch + dinner
corpus-cheese-sandwich,Cheese sandwich,"dinner,lunch",default main → lunch + dinner
corpus-nut-horchata,Nut horchata,snack,drink → snack
corpus-almond-milk,Almond milk,"dinner,lunch",default main → lunch + dinner
corpus-coffee-cake,Coffee cake,dessert,dessert
corpus-beef-stew,Beef stew,"dinner,lunch",default main → lunch + dinner
corpus-pot-roast-with-potatoes,Pot roast with potatoes,"dinner,lunch",default main → lunch + dinner
corpus-shrimp-with-feta-2,Shrimp with feta,"dinner,lunch",default main → lunch + dinner
corpus-raisin-pound-cake,Raisin pound cake,dessert,dessert
corpus-raisin-bread-pudding,Raisin bread pudding (buttery),dessert,dessert
corpus-black-beans,Black beans,"dinner,lunch",default main → lunch + dinner
corpus-bacon-spinach-salad,Bacon & spinach salad,"dinner,lunch",default main → lunch + dinner
corpus-peanut-butter-on-bread,Peanut butter on bread,"dinner,lunch",default main → lunch + dinner
corpus-berry-shortcake,Berry shortcake,"dinner,lunch",default main → lunch + dinner
corpus-apple-pancake-batter,Apple pancake batter,breakfast,breakfast
corpus-ham-cheese-on-bread,Ham & cheese on bread,"dinner,lunch",default main → lunch + dinner
corpus-beef-bean-stew,Beef bean stew,"dinner,lunch",default main → lunch + dinner
corpus-veggie-omelet-with-cheese,Veggie omelet with cheese,breakfast,breakfast
corpus-vegetable-batter,Vegetable batter,"dinner,lunch",default main → lunch + dinner
corpus-ham-sandwich,Ham sandwich,"dinner,lunch",default main → lunch + dinner
corpus-beer-with-nuts-bread,Beer with nuts & bread,"dinner,lunch",default main → lunch + dinner
corpus-berry-pancakes-3,Berry pancakes,breakfast,breakfast
corpus-apple-cheese-milk,Apple cheese milk,"dinner,lunch",default main → lunch + dinner
corpus-apple-grain-bowl,Apple grain bowl,"dinner,lunch",default main → lunch + dinner
corpus-berry-meringue,Berry meringue,dessert,dessert
corpus-dinner-rolls,Dinner rolls,"dinner,lunch",default main → lunch + dinner
corpus-apple-bread-roll,Apple bread roll,"dinner,lunch",default main → lunch + dinner
corpus-shrimp-apple-salad,Shrimp-apple salad,"dinner,lunch",default main → lunch + dinner
corpus-butter-chicken-with-potatoes,Butter chicken with potatoes,"dinner,lunch",default main → lunch + dinner
corpus-berry-apple-cobbler,Berry-apple cobbler,dessert,dessert
corpus-apple-pasta,Apple pasta,"dinner,lunch",default main → lunch + dinner
corpus-cheesy-apple-french-toast,Cheesy apple French toast,breakfast,breakfast
corpus-cheese-veg-sandwich,Cheese veg sandwich,"dinner,lunch",default main → lunch + dinner
corpus-bacon-cheese-broccoli,Bacon-cheese broccoli,"dinner,lunch",default main → lunch + dinner
corpus-yogurt-with-buttered,Yogurt with buttered,"dinner,lunch",default main → lunch + dinner
corpus-sour-cream-apple-muffins,Sour cream apple muffins,"dinner,lunch",default main → lunch + dinner
corpus-butter-roasted-chicken,Butter-roasted chicken,"dinner,lunch",default main → lunch + dinner
corpus-fruit-muffins,Fruit muffins,"dinner,lunch",default main → lunch + dinner
corpus-cheesy-nut-pasta,Cheesy nut pasta,"dinner,lunch",default main → lunch + dinner
corpus-peanut-butter-cake,Peanut butter cake,dessert,dessert
corpus-roast-chicken,Roast chicken,"dinner,lunch",default main → lunch + dinner
corpus-grilled-chicken-breast,Grilled chicken breast,"dinner,lunch",default main → lunch + dinner
corpus-roast-turkey,Roast turkey,"dinner,lunch",default main → lunch + dinner
corpus-bacon-wrapped-meatloaf,Bacon-wrapped meatloaf,"dinner,lunch",default main → lunch + dinner
corpus-potato-with-vegetable,Potato with vegetable,"dinner,lunch",default main → lunch + dinner
corpus-buttered-pasta-with-veg,Buttered pasta with veg,"dinner,lunch",default main → lunch + dinner
corpus-apple-egg-toast,Apple egg toast,"dinner,lunch",default main → lunch + dinner
corpus-nut-shortbread-4,Nut shortbread,"dinner,lunch",default main → lunch + dinner
corpus-bean-vegetable-stew,Bean & vegetable stew,"dinner,lunch",default main → lunch + dinner
corpus-lentil-salad,Lentil salad,"dinner,lunch",default main → lunch + dinner
corpus-beef-egg-fried-rice,Beef egg fried rice,"dinner,lunch",default main → lunch + dinner
corpus-cheese-pastry,Cheese pastry,"dinner,lunch",default main → lunch + dinner
corpus-apple-walnut-sweet-potato-bread,Apple-walnut sweet-potato bread,"dinner,lunch",default main → lunch + dinner
corpus-date-nut-sweet-potato-bread,Date-nut sweet potato bread,"dinner,lunch",default main → lunch + dinner
corpus-berry-nut-fruit-veg-salad,Berry-nut fruit-veg salad,"dinner,lunch",default main → lunch + dinner
corpus-cheese-apple-sandwich,Cheese-apple sandwich,"dinner,lunch",default main → lunch + dinner
corpus-beef-fritters,Beef fritters,dessert,dessert
corpus-beef-cheese-bowl,Beef cheese bowl,"dinner,lunch",default main → lunch + dinner
corpus-apple-cheese-tart,Apple-cheese tart,"dinner,lunch",default main → lunch + dinner
corpus-chicken-pasta-3,Chicken pasta,"dinner,lunch",default main → lunch + dinner
corpus-chicken-parmesan,Chicken parmesan,"dinner,lunch",default main → lunch + dinner
corpus-cheese-ham-roll,Cheese & ham roll,"dinner,lunch",default main → lunch + dinner
corpus-beef-cheese-melt,Beef cheese melt,"dinner,lunch",default main → lunch + dinner
corpus-vegetable-fried-rice,Vegetable fried rice,"dinner,lunch",default main → lunch + dinner
corpus-pasta-primavera,Pasta primavera,"dinner,lunch",default main → lunch + dinner
corpus-potato-custard-3,Potato custard (with milk),dessert,dessert
corpus-latte,Latte,snack,drink → snack
corpus-beef-cheesy-potatoes,Beef cheesy potatoes,"dinner,lunch",default main → lunch + dinner
corpus-bloody-mary,Bloody Mary,"dinner,lunch",default main → lunch + dinner
corpus-chicken-sandwich,Chicken sandwich (buttery),"dinner,lunch",default main → lunch + dinner
corpus-mimosa,Mimosa,"dinner,lunch",default main → lunch + dinner
corpus-whole-wheat-pastry,Whole-wheat pastry,"dinner,lunch",default main → lunch + dinner
corpus-berry-ricotta-dessert,Berry-ricotta dessert,dessert,dessert
corpus-potato-gratin,Potato gratin,"dinner,lunch",default main → lunch + dinner
corpus-date-walnut-apple-cake,Date-walnut apple cake,dessert,dessert
corpus-nutty-french-toast-filling,Nutty French toast filling,breakfast,breakfast
corpus-lentil-peanut-stew,Lentil-peanut stew,"dinner,lunch",default main → lunch + dinner
corpus-bacon-cheese-veg-bake,Bacon-cheese veg bake,"dinner,lunch",default main → lunch + dinner
corpus-berry-cheese-plate,Berry & cheese plate,"dinner,lunch",default main → lunch + dinner
corpus-yogurt-with-apples,Yogurt with apples,"dinner,lunch",default main → lunch + dinner
corpus-chicken-brown-rice-bowl,Chicken brown-rice bowl,"dinner,lunch",default main → lunch + dinner
corpus-peanut-cheese-milk-toast,Peanut-cheese milk toast,"dinner,lunch",default main → lunch + dinner
corpus-cheese-pastry-2,Cheese pastry (with ricotta),"dinner,lunch",default main → lunch + dinner
corpus-loaded-broccoli-salad,Loaded broccoli salad,"dinner,lunch",default main → lunch + dinner
corpus-yogurt-apple-cake,Yogurt apple cake,dessert,dessert
corpus-bacon,Bacon,"dinner,lunch",default main → lunch + dinner
corpus-ham-slices,Ham slices,"dinner,lunch",default main → lunch + dinner
corpus-breakfast-sausage,Breakfast sausage,breakfast,breakfast
corpus-salmon-with-apple-veg,Salmon with apple-veg,"dinner,lunch",default main → lunch + dinner
corpus-whole-grain-veg-bowl,Whole-grain veg bowl,"dinner,lunch",default main → lunch + dinner
corpus-berry-apple-pancakes,Berry apple pancakes,breakfast,breakfast
corpus-lentil-flour-cake,Lentil-flour cake,dessert,dessert
corpus-apple-butter-saut,Apple butter sauté,"dinner,lunch",default main → lunch + dinner
corpus-buttered-sweet-potato-with-apple,Buttered sweet potato with apple,"dinner,lunch",default main → lunch + dinner
corpus-beef-cheese-sandwich,Beef cheese sandwich,"dinner,lunch",default main → lunch + dinner
corpus-bacon-wrapped-apple,Bacon-wrapped apple,"dinner,lunch",default main → lunch + dinner
corpus-bean-apple-salad,Bean & apple salad (with vegetables),"dinner,lunch",default main → lunch + dinner
corpus-apple-walnut-cheese-milk,Apple-walnut cheese milk,"dinner,lunch",default main → lunch + dinner
corpus-raisin-bread,Raisin bread,"dinner,lunch",default main → lunch + dinner
corpus-apple-flatbread,Apple flatbread,"dinner,lunch",default main → lunch + dinner
corpus-chicken-cheese-pasta-bake,Chicken cheese pasta bake,"dinner,lunch",default main → lunch + dinner
corpus-buttered-pasta,Buttered pasta,"dinner,lunch",default main → lunch + dinner
corpus-cheese-pancakes,Cheese pancakes,breakfast,breakfast
corpus-eggnog,Eggnog,snack,drink → snack
corpus-cheesy-pasta-bake,Cheesy pasta bake,"dinner,lunch",default main → lunch + dinner
corpus-berry-nut-ricotta-plate,Berry-nut ricotta plate,"dinner,lunch",default main → lunch + dinner
corpus-berry-pecan-muffins,Berry-pecan muffins,"dinner,lunch",default main → lunch + dinner
corpus-bean-burrito-filling,Bean burrito filling,"dinner,lunch",default main → lunch + dinner
corpus-ricotta-cake,Ricotta cake,dessert,dessert
corpus-date-walnut-apple-sweet-potato-cake,Date-walnut apple sweet-potato cake,dessert,dessert
corpus-whole-wheat-raisin-bread,Whole-wheat raisin bread,"dinner,lunch",default main → lunch + dinner
corpus-peanut-cheese-sandwich,Peanut-cheese sandwich,"dinner,lunch",default main → lunch + dinner
corpus-whole-wheat-bread,Whole-wheat bread,"dinner,lunch",default main → lunch + dinner
corpus-apple-sweet-potato-bake,Apple sweet-potato bake,"dinner,lunch",default main → lunch + dinner
corpus-beef-cheese-pasta,"Beef cheese pasta (with cheddar, with vegetables)","dinner,lunch",default main → lunch + dinner
corpus-chicken-cheese-sandwich,Chicken cheese sandwich,"dinner,lunch",default main → lunch + dinner
corpus-grilled-cheese-with-veg,Grilled cheese with veg,"dinner,lunch",default main → lunch + dinner
